#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-04-04T15:39:06 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ac4ee9a2255	
#INFO	-out.max=unlimited	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+AS/130/65&tab:{J/A+AS/130/65/lcb98cor}&key:source=J/A+AS/130/65/lcb98cor&HTTPPRM:&
#-source=J/A+AS/130/65/lcb98cor
#-order=I
#-out=Teff
#-out=logg
#-out=[Fe/H]
#-out=U-B
#-out=B-V
#-out=V-R
#-out=V-I
#-out=V-K
#-out=R-I
#-out=J-H
#-out=H-K
#-out=J-K
#

#RESOURCE=yCat_41300065
#Name: J/A+AS/130/65
#Title: A standard stellar library. II. (Lejeune+ 1998)
#Table	J_A_AS_130_65_lcb98cor:
#Name: J/A+AS/130/65/lcb98cor
#Title: All files lcb98*.cor: Synthetic colors from corrected Stellar Energy Distributions (SEDS)
#Column	Teff	(F6)	Effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F6.2)	Surface gravity	[ucd=phys.gravity]
#Column	[Fe/H]	(F4.1)	Metallicity	[ucd=phys.abund.Fe]
#Column	U-B	(F7.3)	(U-B) colour (energy-weighted)	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	B-V	(F7.3)	(B-V) colour (energy-weighted)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	V-R	(F7.3)	(V-R) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	V-I	(F7.3)	(V-I) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.opt.I]
#Column	V-K	(F7.3)	(V-K) colour (energy-weighted)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	R-I	(F7.3)	(R-I) colour (energy-weighted)	[ucd=phot.color;em.opt.R;em.opt.I]
#Column	J-H	(F7.3)	(J-H) colour (energy-weighted)	[ucd=phot.color;em.IR.J;em.IR.H]
#Column	H-K	(F7.3)	(H-K) colour (energy-weighted)	[ucd=phot.color;em.IR.H;em.IR.K]
#Column	J-K	(F7.3)	(J-K) colour (energy-weighted)	[ucd=phot.color;em.IR.J;em.IR.K]
Teff;logg;[Fe/H];U-B;B-V;V-R;V-I;V-K;R-I;J-H;H-K;J-K
  2200;  4.00;-2.0;  4.129;  4.197;  2.602;  5.037;  6.618;  2.435;  0.388;  0.237;  0.626
  2200;  4.50;-2.0;  4.249;  4.331;  2.328;  4.660;  5.764;  2.332;  0.252;  0.207;  0.459
  2200;  5.00;-2.0;  4.316;  4.443;  2.094;  4.302;  4.943;  2.208;  0.151;  0.180;  0.331
  2200;  5.50;-2.0;  4.305;  4.523;  1.920;  4.003;  4.188;  2.084;  0.073;  0.145;  0.218
  2500;  4.00;-2.0;  3.423;  3.639;  1.858;  3.942;  5.664;  2.085;  0.488;  0.171;  0.659
  2500;  5.00;-2.0;  3.253;  3.750;  1.668;  3.615;  4.553;  1.947;  0.190;  0.055;  0.245
  2500;  5.50;-2.0;  3.142;  3.779;  1.581;  3.444;  3.978;  1.863;  0.047;  0.023;  0.069
  2800;  3.50;-2.0;  2.704;  2.966;  1.535;  3.298;  5.418;  1.762;  0.641;  0.289;  0.930
  2800;  4.00;-2.0;  2.575;  3.002;  1.509;  3.269;  5.204;  1.760;  0.577;  0.219;  0.796
  2800;  4.50;-2.0;  2.415;  3.021;  1.477;  3.232;  4.913;  1.755;  0.475;  0.140;  0.615
  2800;  5.00;-2.0;  2.246;  3.026;  1.439;  3.174;  4.554;  1.735;  0.345;  0.072;  0.418
  3000;  4.00;-2.0;  2.111;  2.562;  1.284;  2.778;  4.801;  1.494;  0.651;  0.283;  0.933
  3000;  5.00;-2.0;  1.827;  2.615;  1.245;  2.758;  4.485;  1.514;  0.552;  0.169;  0.721
  3000;  5.50;-2.0;  1.641;  2.676;  1.181;  2.607;  3.757;  1.426;  0.304;  0.025;  0.329
  3200;  3.50;-2.0;  1.885;  2.344;  1.166;  2.263;  4.105;  1.098;  0.652;  0.272;  0.924
  3200;  4.00;-2.0;  1.749;  2.348;  1.137;  2.263;  4.030;  1.126;  0.629;  0.236;  0.865
  3200;  4.50;-2.0;  1.605;  2.355;  1.113;  2.261;  3.918;  1.148;  0.584;  0.195;  0.778
  3200;  5.00;-2.0;  1.446;  2.356;  1.089;  2.257;  3.751;  1.168;  0.510;  0.142;  0.652
  3200;  5.50;-2.0;  1.275;  2.344;  1.064;  2.249;  3.517;  1.184;  0.405;  0.078;  0.482
  3350;  4.00;-2.0;  1.445;  2.100;  1.082;  2.008;  3.690;  0.925;  0.627;  0.237;  0.864
  3350;  5.00;-2.0;  1.164;  2.102;  1.034;  2.010;  3.490;  0.976;  0.536;  0.165;  0.700
  3350;  5.50;-2.0;  1.012;  2.096;  1.008;  2.010;  3.317;  1.002;  0.453;  0.112;  0.565
  3500;  0.00;-2.0;  1.586;  2.023;  1.390;  2.956;  5.579;  1.566;  0.943;  0.287;  1.229
  3500;  0.50;-2.0;  1.452;  1.892;  1.312;  2.834;  5.437;  1.522;  0.952;  0.286;  1.238
  3500;  1.00;-2.0;  1.268;  1.756;  1.254;  2.745;  5.321;  1.491;  0.949;  0.290;  1.238
  3500;  1.50;-2.0;  1.041;  1.632;  1.217;  2.690;  5.187;  1.473;  0.906;  0.300;  1.206
  3500;  2.00;-2.0;  0.834;  1.535;  1.190;  2.648;  4.990;  1.458;  0.787;  0.327;  1.114
  3500;  2.50;-2.0;  0.714;  1.474;  1.171;  2.617;  4.831;  1.446;  0.664;  0.361;  1.026
  3500;  3.00;-2.0;  1.083;  1.628;  1.095;  2.129;  3.863;  1.034;  0.655;  0.226;  0.881
  3500;  3.50;-2.0;  1.063;  1.627;  1.100;  2.133;  3.846;  1.033;  0.636;  0.232;  0.868
  3500;  4.00;-2.0;  1.044;  1.637;  1.109;  2.143;  3.864;  1.034;  0.642;  0.232;  0.874
  3500;  4.50;-2.0;  1.042;  1.672;  1.132;  2.167;  3.893;  1.035;  0.648;  0.229;  0.876
  3500;  5.00;-2.0;  0.936;  1.674;  1.143;  2.179;  3.914;  1.036;  0.656;  0.226;  0.881
  3750;  0.00;-2.0;  1.592;  1.836;  1.149;  2.225;  4.353;  1.077;  0.817;  0.232;  1.050
  3750;  0.50;-2.0;  1.442;  1.699;  1.078;  2.111;  4.228;  1.033;  0.830;  0.234;  1.064
  3750;  1.00;-2.0;  1.272;  1.575;  1.030;  2.032;  4.144;  1.002;  0.837;  0.237;  1.074
  3750;  1.50;-2.0;  1.118;  1.477;  1.002;  1.985;  4.092;  0.982;  0.838;  0.241;  1.079
  3750;  2.00;-2.0;  0.979;  1.404;  0.991;  1.965;  4.045;  0.974;  0.821;  0.249;  1.070
  3750;  2.50;-2.0;  0.863;  1.363;  0.991;  1.965;  3.968;  0.975;  0.763;  0.265;  1.028
  3750;  3.00;-2.0;  1.033;  1.430;  0.915;  1.798;  3.587;  0.883;  0.696;  0.182;  0.878
  3750;  3.50;-2.0;  0.977;  1.413;  0.914;  1.797;  3.517;  0.882;  0.629;  0.202;  0.831
  3750;  4.00;-2.0;  0.966;  1.415;  0.922;  1.804;  3.495;  0.881;  0.601;  0.211;  0.812
  3750;  4.50;-2.0;  0.933;  1.421;  0.931;  1.813;  3.489;  0.882;  0.588;  0.214;  0.803
  3750;  5.00;-2.0;  0.869;  1.424;  0.938;  1.820;  3.490;  0.882;  0.580;  0.217;  0.797
  4000;  0.00;-2.0;  1.433;  1.649;  0.930;  1.768;  3.601;  0.837;  0.705;  0.174;  0.879
  4000;  0.50;-2.0;  1.277;  1.523;  0.865;  1.662;  3.493;  0.797;  0.719;  0.176;  0.895
  4000;  1.00;-2.0;  1.110;  1.410;  0.818;  1.587;  3.420;  0.769;  0.728;  0.180;  0.908
  4000;  1.50;-2.0;  0.959;  1.317;  0.789;  1.540;  3.376;  0.751;  0.732;  0.185;  0.917
  4000;  2.00;-2.0;  0.847;  1.247;  0.774;  1.513;  3.352;  0.738;  0.734;  0.190;  0.924
  4000;  2.50;-2.0;  0.777;  1.205;  0.773;  1.506;  3.337;  0.733;  0.725;  0.197;  0.922
  4000;  3.00;-2.0;  0.906;  1.261;  0.768;  1.526;  3.128;  0.758;  0.670;  0.158;  0.828
  4000;  3.50;-2.0;  0.873;  1.257;  0.778;  1.541;  3.074;  0.763;  0.612;  0.174;  0.786
  4000;  4.00;-2.0;  0.841;  1.253;  0.786;  1.553;  3.026;  0.766;  0.557;  0.191;  0.748
  4000;  4.50;-2.0;  0.787;  1.244;  0.789;  1.558;  2.989;  0.769;  0.518;  0.203;  0.721
  4000;  5.00;-2.0;  0.771;  1.256;  0.806;  1.575;  2.997;  0.769;  0.509;  0.206;  0.715
  4250;  0.00;-2.0;  1.183;  1.463;  0.813;  1.526;  3.089;  0.713;  0.614;  0.155;  0.770
  4250;  0.50;-2.0;  1.045;  1.365;  0.763;  1.444;  3.010;  0.681;  0.626;  0.158;  0.784
  4250;  1.00;-2.0;  0.904;  1.275;  0.724;  1.382;  2.952;  0.658;  0.634;  0.161;  0.795
  4250;  1.50;-2.0;  0.779;  1.201;  0.696;  1.338;  2.915;  0.642;  0.640;  0.165;  0.805
  4250;  2.00;-2.0;  0.683;  1.142;  0.678;  1.310;  2.893;  0.631;  0.642;  0.170;  0.812
  4250;  2.50;-2.0;  0.624;  1.101;  0.670;  1.295;  2.883;  0.625;  0.642;  0.175;  0.818
  4250;  3.00;-2.0;  0.657;  1.134;  0.615;  1.247;  2.798;  0.632;  0.586;  0.147;  0.733
  4250;  3.50;-2.0;  0.655;  1.128;  0.623;  1.258;  2.783;  0.635;  0.564;  0.155;  0.719
  4250;  4.00;-2.0;  0.651;  1.130;  0.635;  1.275;  2.757;  0.641;  0.527;  0.166;  0.694
  4250;  4.50;-2.0;  0.632;  1.130;  0.645;  1.291;  2.729;  0.645;  0.489;  0.178;  0.668
  4250;  5.00;-2.0;  0.598;  1.127;  0.655;  1.304;  2.712;  0.648;  0.462;  0.187;  0.649
  4500;  0.00;-2.0;  0.920;  1.307;  0.652;  1.272;  2.735;  0.619;  0.518;  0.124;  0.642
  4500;  0.50;-2.0;  0.806;  1.241;  0.620;  1.219;  2.686;  0.599;  0.529;  0.123;  0.652
  4500;  1.00;-2.0;  0.698;  1.181;  0.593;  1.176;  2.647;  0.583;  0.535;  0.125;  0.660
  4500;  1.50;-2.0;  0.606;  1.132;  0.573;  1.144;  2.620;  0.572;  0.538;  0.128;  0.666
  4500;  2.00;-2.0;  0.537;  1.094;  0.558;  1.121;  2.601;  0.563;  0.540;  0.131;  0.671
  4500;  2.50;-2.0;  0.493;  1.066;  0.549;  1.106;  2.591;  0.557;  0.540;  0.136;  0.676
  4500;  3.00;-2.0;  0.472;  1.047;  0.545;  1.099;  2.587;  0.554;  0.538;  0.140;  0.678
  4500;  3.50;-2.0;  0.476;  1.038;  0.546;  1.099;  2.582;  0.552;  0.532;  0.145;  0.677
  4500;  4.00;-2.0;  0.489;  1.037;  0.553;  1.107;  2.573;  0.554;  0.515;  0.152;  0.667
  4500;  4.50;-2.0;  0.496;  1.039;  0.563;  1.121;  2.557;  0.558;  0.490;  0.160;  0.650
  4500;  5.00;-2.0;  0.478;  1.039;  0.572;  1.134;  2.540;  0.563;  0.463;  0.169;  0.632
  4750;  0.00;-2.0;  0.652;  1.073;  0.541;  1.055;  2.406;  0.514;  0.479;  0.116;  0.595
  4750;  0.50;-2.0;  0.546;  1.025;  0.521;  1.024;  2.385;  0.503;  0.490;  0.116;  0.606
  4750;  1.00;-2.0;  0.451;  0.986;  0.507;  1.001;  2.366;  0.494;  0.496;  0.117;  0.613
  4750;  1.50;-2.0;  0.376;  0.958;  0.494;  0.982;  2.349;  0.488;  0.499;  0.119;  0.618
  4750;  2.00;-2.0;  0.323;  0.939;  0.486;  0.969;  2.338;  0.484;  0.499;  0.121;  0.620
  4750;  2.50;-2.0;  0.290;  0.926;  0.479;  0.960;  2.330;  0.480;  0.498;  0.124;  0.622
  4750;  3.00;-2.0;  0.276;  0.918;  0.475;  0.953;  2.325;  0.477;  0.496;  0.127;  0.624
  4750;  3.50;-2.0;  0.279;  0.914;  0.474;  0.950;  2.321;  0.476;  0.493;  0.131;  0.624
  4750;  4.00;-2.0;  0.297;  0.914;  0.476;  0.950;  2.316;  0.475;  0.486;  0.135;  0.621
  4750;  4.50;-2.0;  0.312;  0.916;  0.480;  0.957;  2.308;  0.476;  0.472;  0.141;  0.612
  4750;  5.00;-2.0;  0.318;  0.918;  0.487;  0.966;  2.298;  0.480;  0.454;  0.147;  0.601
  5000;  0.00;-2.0;  0.419;  0.865;  0.473;  0.933;  2.115;  0.460;  0.436;  0.104;  0.540
  5000;  0.50;-2.0;  0.323;  0.829;  0.461;  0.916;  2.114;  0.455;  0.451;  0.102;  0.553
  5000;  1.00;-2.0;  0.237;  0.801;  0.452;  0.904;  2.111;  0.452;  0.459;  0.103;  0.561
  5000;  1.50;-2.0;  0.166;  0.784;  0.447;  0.896;  2.108;  0.450;  0.463;  0.104;  0.567
  5000;  2.00;-2.0;  0.112;  0.775;  0.443;  0.892;  2.104;  0.448;  0.463;  0.106;  0.569
  5000;  2.50;-2.0;  0.077;  0.772;  0.440;  0.887;  2.101;  0.447;  0.463;  0.108;  0.571
  5000;  3.00;-2.0;  0.059;  0.773;  0.438;  0.884;  2.098;  0.446;  0.461;  0.111;  0.572
  5000;  3.50;-2.0;  0.056;  0.776;  0.437;  0.882;  2.095;  0.445;  0.458;  0.113;  0.571
  5000;  4.00;-2.0;  0.067;  0.782;  0.437;  0.882;  2.090;  0.445;  0.453;  0.116;  0.569
  5000;  4.50;-2.0;  0.083;  0.788;  0.439;  0.885;  2.084;  0.445;  0.444;  0.120;  0.564
  5000;  5.00;-2.0;  0.095;  0.793;  0.443;  0.890;  2.075;  0.447;  0.431;  0.125;  0.557
  5250;  0.00;-2.0;  0.262;  0.698;  0.424;  0.849;  1.917;  0.425;  0.406;  0.095;  0.501
  5250;  0.50;-2.0;  0.181;  0.672;  0.419;  0.842;  1.930;  0.424;  0.424;  0.092;  0.516
  5250;  1.00;-2.0;  0.105;  0.655;  0.415;  0.839;  1.939;  0.423;  0.435;  0.091;  0.526
  5250;  1.50;-2.0;  0.038;  0.644;  0.413;  0.837;  1.946;  0.424;  0.441;  0.092;  0.533
  5250;  2.00;-2.0; -0.017;  0.640;  0.412;  0.837;  1.951;  0.424;  0.444;  0.093;  0.537
  5250;  2.50;-2.0; -0.057;  0.641;  0.412;  0.837;  1.954;  0.425;  0.445;  0.095;  0.540
  5250;  3.00;-2.0; -0.085;  0.644;  0.412;  0.838;  1.955;  0.426;  0.445;  0.096;  0.541
  5250;  3.50;-2.0; -0.100;  0.651;  0.412;  0.838;  1.955;  0.426;  0.443;  0.098;  0.541
  5250;  4.00;-2.0; -0.102;  0.659;  0.413;  0.839;  1.952;  0.426;  0.439;  0.101;  0.540
  5250;  4.50;-2.0; -0.092;  0.668;  0.413;  0.839;  1.948;  0.426;  0.435;  0.103;  0.538
  5250;  5.00;-2.0; -0.079;  0.678;  0.416;  0.844;  1.940;  0.428;  0.424;  0.107;  0.532
  5500;  0.00;-2.0;  0.174;  0.571;  0.375;  0.763;  1.686;  0.388;  0.347;  0.087;  0.434
  5500;  0.50;-2.0;  0.110;  0.556;  0.374;  0.764;  1.710;  0.390;  0.367;  0.083;  0.450
  5500;  1.00;-2.0;  0.044;  0.547;  0.374;  0.766;  1.729;  0.392;  0.381;  0.081;  0.462
  5500;  1.50;-2.0; -0.019;  0.543;  0.376;  0.770;  1.744;  0.394;  0.390;  0.081;  0.471
  5500;  2.00;-2.0; -0.074;  0.542;  0.377;  0.774;  1.755;  0.396;  0.396;  0.081;  0.477
  5500;  2.50;-2.0; -0.119;  0.545;  0.379;  0.778;  1.765;  0.399;  0.400;  0.082;  0.482
  5500;  3.00;-2.0; -0.155;  0.550;  0.380;  0.781;  1.772;  0.401;  0.402;  0.083;  0.485
  5500;  3.50;-2.0; -0.180;  0.556;  0.381;  0.784;  1.775;  0.402;  0.402;  0.084;  0.486
  5500;  4.00;-2.0; -0.194;  0.565;  0.382;  0.786;  1.776;  0.403;  0.401;  0.085;  0.486
  5500;  4.50;-2.0; -0.198;  0.574;  0.384;  0.788;  1.773;  0.404;  0.397;  0.087;  0.484
  5500;  5.00;-2.0; -0.194;  0.585;  0.385;  0.790;  1.768;  0.405;  0.391;  0.090;  0.480
  5750;  0.00;-2.0;  0.142;  0.425;  0.302;  0.634;  1.450;  0.332;  0.303;  0.065;  0.368
  5750;  0.50;-2.0;  0.067;  0.453;  0.319;  0.663;  1.488;  0.343;  0.313;  0.068;  0.381
  5750;  1.00;-2.0;  0.006;  0.460;  0.325;  0.674;  1.514;  0.348;  0.326;  0.067;  0.393
  5750;  1.50;-2.0; -0.050;  0.461;  0.329;  0.681;  1.535;  0.352;  0.338;  0.065;  0.403
  5750;  2.00;-2.0; -0.104;  0.465;  0.332;  0.688;  1.553;  0.356;  0.346;  0.065;  0.411
  5750;  2.50;-2.0; -0.154;  0.470;  0.336;  0.695;  1.568;  0.359;  0.353;  0.064;  0.417
  5750;  3.00;-2.0; -0.196;  0.477;  0.339;  0.701;  1.580;  0.362;  0.357;  0.065;  0.422
  5750;  3.50;-2.0; -0.230;  0.484;  0.341;  0.706;  1.589;  0.365;  0.360;  0.065;  0.425
  5750;  4.00;-2.0; -0.256;  0.490;  0.342;  0.709;  1.595;  0.367;  0.362;  0.065;  0.427
  5750;  4.50;-2.0; -0.271;  0.499;  0.344;  0.713;  1.596;  0.369;  0.361;  0.066;  0.426
  5750;  5.00;-2.0; -0.278;  0.509;  0.345;  0.716;  1.593;  0.370;  0.357;  0.067;  0.424
  6000;  0.00;-2.0;  0.150;  0.329;  0.243;  0.522;  1.284;  0.279;  0.268;  0.060;  0.327
  6000;  0.50;-2.0;  0.104;  0.346;  0.255;  0.543;  1.324;  0.288;  0.284;  0.058;  0.341
  6000;  1.00;-2.0;  0.029;  0.387;  0.277;  0.580;  1.363;  0.303;  0.287;  0.063;  0.350
  6000;  1.50;-2.0; -0.028;  0.403;  0.285;  0.595;  1.391;  0.309;  0.298;  0.063;  0.361
  6000;  2.00;-2.0; -0.079;  0.411;  0.291;  0.606;  1.413;  0.315;  0.308;  0.061;  0.370
  6000;  2.50;-2.0; -0.130;  0.419;  0.296;  0.616;  1.434;  0.319;  0.317;  0.061;  0.377
  6000;  3.00;-2.0; -0.177;  0.427;  0.300;  0.624;  1.451;  0.324;  0.324;  0.060;  0.384
  6000;  3.50;-2.0; -0.219;  0.435;  0.304;  0.631;  1.465;  0.327;  0.330;  0.059;  0.389
  6000;  4.00;-2.0; -0.253;  0.443;  0.307;  0.637;  1.475;  0.330;  0.334;  0.059;  0.392
  6000;  4.50;-2.0; -0.280;  0.450;  0.308;  0.642;  1.482;  0.333;  0.336;  0.058;  0.394
  6000;  5.00;-2.0; -0.297;  0.459;  0.311;  0.646;  1.482;  0.335;  0.334;  0.059;  0.393
  6250;  0.50;-2.0;  0.140;  0.270;  0.203;  0.442;  1.113;  0.239;  0.238;  0.049;  0.287
  6250;  1.00;-2.0;  0.093;  0.297;  0.218;  0.469;  1.150;  0.251;  0.247;  0.050;  0.297
  6250;  1.50;-2.0;  0.020;  0.343;  0.242;  0.508;  1.190;  0.267;  0.250;  0.055;  0.305
  6250;  2.00;-2.0; -0.036;  0.365;  0.252;  0.527;  1.219;  0.275;  0.260;  0.055;  0.315
  6250;  2.50;-2.0; -0.086;  0.376;  0.259;  0.540;  1.244;  0.281;  0.270;  0.053;  0.323
  6250;  3.00;-2.0; -0.137;  0.388;  0.265;  0.551;  1.265;  0.287;  0.279;  0.052;  0.331
  6250;  3.50;-2.0; -0.184;  0.397;  0.270;  0.561;  1.284;  0.292;  0.287;  0.050;  0.337
  6250;  4.00;-2.0; -0.227;  0.406;  0.274;  0.570;  1.300;  0.296;  0.293;  0.049;  0.342
  6250;  4.50;-2.0; -0.262;  0.414;  0.277;  0.576;  1.310;  0.300;  0.298;  0.048;  0.345
  6250;  5.00;-2.0; -0.290;  0.422;  0.279;  0.582;  1.316;  0.303;  0.300;  0.047;  0.346
  6500;  0.50;-2.0;  0.157;  0.191;  0.156;  0.350;  0.905;  0.195;  0.190;  0.039;  0.229
  6500;  1.00;-2.0;  0.131;  0.228;  0.170;  0.374;  0.941;  0.204;  0.200;  0.039;  0.239
  6500;  1.50;-2.0;  0.084;  0.260;  0.186;  0.403;  0.976;  0.217;  0.205;  0.041;  0.246
  6500;  2.00;-2.0;  0.004;  0.310;  0.212;  0.447;  1.019;  0.235;  0.207;  0.048;  0.255
  6500;  2.50;-2.0; -0.052;  0.333;  0.223;  0.467;  1.051;  0.244;  0.218;  0.047;  0.265
  6500;  3.00;-2.0; -0.103;  0.347;  0.230;  0.481;  1.076;  0.251;  0.228;  0.045;  0.273
  6500;  3.50;-2.0; -0.154;  0.359;  0.237;  0.494;  1.099;  0.257;  0.238;  0.042;  0.280
  6500;  4.00;-2.0; -0.203;  0.370;  0.242;  0.505;  1.119;  0.263;  0.247;  0.040;  0.286
  6500;  4.50;-2.0; -0.247;  0.379;  0.246;  0.514;  1.135;  0.268;  0.254;  0.038;  0.291
  6500;  5.00;-2.0; -0.284;  0.387;  0.249;  0.521;  1.146;  0.272;  0.258;  0.036;  0.294
  6750;  0.50;-2.0;  0.169;  0.132;  0.115;  0.274;  0.716;  0.160;  0.142;  0.034;  0.176
  6750;  1.00;-2.0;  0.168;  0.158;  0.128;  0.297;  0.754;  0.169;  0.154;  0.033;  0.186
  6750;  1.50;-2.0;  0.136;  0.199;  0.144;  0.324;  0.789;  0.180;  0.160;  0.034;  0.195
  6750;  2.00;-2.0;  0.081;  0.238;  0.163;  0.359;  0.827;  0.195;  0.164;  0.039;  0.203
  6750;  2.50;-2.0;  0.004;  0.283;  0.187;  0.399;  0.869;  0.213;  0.169;  0.043;  0.212
  6750;  3.00;-2.0; -0.056;  0.309;  0.198;  0.422;  0.902;  0.223;  0.180;  0.041;  0.221
  6750;  3.50;-2.0; -0.109;  0.324;  0.206;  0.437;  0.928;  0.231;  0.190;  0.038;  0.228
  6750;  4.00;-2.0; -0.162;  0.337;  0.213;  0.451;  0.953;  0.238;  0.200;  0.035;  0.235
  6750;  4.50;-2.0; -0.213;  0.347;  0.219;  0.463;  0.973;  0.244;  0.209;  0.032;  0.241
  6750;  5.00;-2.0; -0.259;  0.357;  0.223;  0.473;  0.989;  0.250;  0.216;  0.029;  0.246
  7000;  0.50;-2.0;  0.146;  0.086;  0.076;  0.199;  0.574;  0.122;  0.112;  0.028;  0.140
  7000;  1.00;-2.0;  0.165;  0.098;  0.086;  0.216;  0.610;  0.131;  0.121;  0.027;  0.148
  7000;  1.50;-2.0;  0.161;  0.129;  0.100;  0.240;  0.644;  0.140;  0.130;  0.027;  0.157
  7000;  2.00;-2.0;  0.125;  0.173;  0.117;  0.270;  0.679;  0.153;  0.135;  0.031;  0.165
  7000;  2.50;-2.0;  0.062;  0.214;  0.137;  0.307;  0.720;  0.170;  0.139;  0.035;  0.174
  7000;  3.00;-2.0; -0.021;  0.260;  0.161;  0.349;  0.765;  0.188;  0.146;  0.037;  0.183
  7000;  3.50;-2.0; -0.080;  0.282;  0.171;  0.370;  0.795;  0.199;  0.157;  0.034;  0.191
  7000;  4.00;-2.0; -0.137;  0.298;  0.180;  0.388;  0.823;  0.208;  0.167;  0.031;  0.199
  7000;  4.50;-2.0; -0.194;  0.311;  0.187;  0.403;  0.848;  0.215;  0.178;  0.027;  0.205
  7000;  5.00;-2.0; -0.246;  0.322;  0.193;  0.415;  0.869;  0.222;  0.187;  0.024;  0.211
  7250;  0.50;-2.0;  0.150;  0.066;  0.043;  0.133;  0.480;  0.090;  0.099;  0.022;  0.121
  7250;  1.00;-2.0;  0.187;  0.064;  0.049;  0.144;  0.510;  0.095;  0.106;  0.021;  0.127
  7250;  1.50;-2.0;  0.204;  0.083;  0.059;  0.162;  0.540;  0.104;  0.112;  0.022;  0.134
  7250;  2.00;-2.0;  0.196;  0.118;  0.073;  0.188;  0.573;  0.115;  0.119;  0.023;  0.141
  7250;  2.50;-2.0;  0.151;  0.163;  0.092;  0.221;  0.611;  0.129;  0.124;  0.027;  0.150
  7250;  3.00;-2.0;  0.078;  0.206;  0.114;  0.262;  0.655;  0.149;  0.129;  0.031;  0.160
  7250;  3.50;-2.0; -0.002;  0.247;  0.135;  0.300;  0.697;  0.166;  0.137;  0.030;  0.168
  7250;  4.00;-2.0; -0.063;  0.268;  0.145;  0.322;  0.729;  0.177;  0.149;  0.027;  0.176
  7250;  4.50;-2.0; -0.123;  0.284;  0.154;  0.340;  0.757;  0.186;  0.160;  0.023;  0.183
  7250;  5.00;-2.0; -0.182;  0.296;  0.161;  0.356;  0.783;  0.194;  0.171;  0.019;  0.190
  7500;  0.50;-2.0;  0.119;  0.077;  0.038;  0.121;  0.413;  0.083;  0.086;  0.018;  0.103
  7500;  1.00;-2.0;  0.179;  0.040;  0.032;  0.115;  0.432;  0.083;  0.091;  0.018;  0.108
  7500;  1.50;-2.0;  0.213;  0.050;  0.039;  0.128;  0.457;  0.089;  0.095;  0.019;  0.113
  7500;  2.00;-2.0;  0.226;  0.074;  0.049;  0.147;  0.485;  0.098;  0.099;  0.020;  0.120
  7500;  2.50;-2.0;  0.212;  0.112;  0.064;  0.174;  0.518;  0.110;  0.105;  0.021;  0.126
  7500;  3.00;-2.0;  0.158;  0.158;  0.083;  0.210;  0.557;  0.126;  0.111;  0.025;  0.136
  7500;  3.50;-2.0;  0.074;  0.202;  0.107;  0.255;  0.605;  0.148;  0.118;  0.027;  0.146
  7500;  4.00;-2.0; -0.001;  0.236;  0.124;  0.287;  0.642;  0.162;  0.128;  0.025;  0.153
  7500;  4.50;-2.0; -0.064;  0.256;  0.135;  0.309;  0.674;  0.174;  0.139;  0.021;  0.160
  7500;  5.00;-2.0; -0.128;  0.271;  0.144;  0.328;  0.703;  0.184;  0.151;  0.017;  0.168
  7750;  1.00;-2.0;  0.109;  0.020;  0.032;  0.115;  0.377;  0.083;  0.077;  0.016;  0.092
  7750;  1.50;-2.0;  0.162;  0.015;  0.032;  0.117;  0.393;  0.085;  0.078;  0.017;  0.095
  7750;  2.00;-2.0;  0.192;  0.034;  0.039;  0.130;  0.415;  0.091;  0.080;  0.020;  0.100
  7750;  2.50;-2.0;  0.200;  0.062;  0.050;  0.151;  0.442;  0.101;  0.084;  0.022;  0.106
  7750;  3.00;-2.0;  0.176;  0.103;  0.066;  0.180;  0.475;  0.114;  0.090;  0.022;  0.112
  7750;  3.50;-2.0;  0.108;  0.150;  0.087;  0.219;  0.517;  0.133;  0.097;  0.025;  0.122
  7750;  4.00;-2.0;  0.018;  0.192;  0.110;  0.263;  0.562;  0.153;  0.105;  0.025;  0.130
  7750;  4.50;-2.0; -0.052;  0.219;  0.123;  0.290;  0.597;  0.167;  0.116;  0.022;  0.138
  7750;  5.00;-2.0; -0.120;  0.238;  0.134;  0.312;  0.630;  0.179;  0.128;  0.017;  0.145
  8000;  1.00;-2.0;  0.025;  0.020;  0.030;  0.103;  0.335;  0.073;  0.069;  0.010;  0.079
  8000;  1.50;-2.0;  0.099; -0.009;  0.019;  0.087;  0.336;  0.068;  0.068;  0.012;  0.080
  8000;  2.00;-2.0;  0.145;  0.001;  0.022;  0.092;  0.349;  0.070;  0.068;  0.015;  0.082
  8000;  2.50;-2.0;  0.168;  0.025;  0.030;  0.108;  0.370;  0.078;  0.070;  0.017;  0.087
